,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,SnowFall,PrecipTotal,AvgSpeed
2358,2013-07-15,90.0,73.0,81.5,71.0,74.0,0.0,0.055,5.65
2360,2013-07-16,92.5,75.0,84.0,71.0,75.0,0.0,0.005,7.05
2362,2013-07-17,94.5,76.5,85.5,71.0,75.5,0.0,0.0,7.0
2364,2013-07-18,95.5,78.0,87.0,71.5,76.0,0.0,0.0005,8.75
2366,2013-07-19,96.5,73.0,85.0,69.5,75.0,0.0,0.2905,13.95
2368,2013-07-20,88.5,71.5,80.0,63.5,69.0,0.0,0.034999999999999996,7.35
2370,2013-07-21,88.5,70.0,79.5,64.0,69.0,0.0,0.005,7.300000000000001
2372,2013-07-22,88.5,71.5,80.0,65.0,70.5,0.0,0.001,7.4
2374,2013-07-23,79.0,64.0,72.0,59.0,64.0,0.0,0.015,11.2
2376,2013-07-24,72.5,61.0,67.0,49.5,57.5,0.0,0.0,9.3
2378,2013-07-25,81.0,57.5,69.5,53.0,60.5,0.0,0.0,4.5
2380,2013-07-26,72.0,63.5,68.0,59.5,62.5,0.0,0.2,9.35
2382,2013-07-27,66.5,56.0,61.5,50.0,55.5,0.0,0.0,10.95
2384,2013-07-28,70.0,54.5,62.5,48.5,54.5,0.0,0.001,9.45
2386,2013-07-29,76.0,57.5,67.0,54.0,59.0,0.0,0.0,7.35
2388,2013-07-30,74.0,59.0,67.0,57.5,61.5,0.0,0.0205,5.35
2390,2013-07-31,75.0,63.0,69.5,63.5,65.0,0.0,0.33999999999999997,4.300000000000001
2392,2013-08-01,81.5,61.0,71.5,55.5,62.0,0.0,0.0,7.449999999999999
2394,2013-08-02,85.0,63.5,74.5,62.5,66.5,0.0,0.52,7.949999999999999
2396,2013-08-03,80.0,65.0,73.0,54.5,62.0,0.0,0.0,7.6
2398,2013-08-04,74.5,60.0,67.5,55.5,61.0,0.0,0.001,7.35
2400,2013-08-05,75.5,60.5,68.5,57.5,61.5,0.0,0.045000000000000005,7.75
2402,2013-08-06,84.0,67.5,76.0,66.5,69.5,0.0,0.02,8.7
2404,2013-08-07,90.0,68.5,79.5,67.5,71.0,0.0,0.0055,10.2
2406,2013-08-08,78.5,67.0,73.0,55.5,62.0,0.0,0.0,10.05
2408,2013-08-09,83.0,60.5,72.0,59.0,65.0,0.0,0.0005,5.449999999999999
2410,2013-08-10,81.0,66.0,74.0,56.0,63.0,0.0,0.0,6.95
2412,2013-08-11,82.5,61.5,72.5,59.0,64.5,0.0,0.0055,4.2
2414,2013-08-12,83.5,68.0,76.0,64.0,67.5,0.0,0.465,7.6
2416,2013-08-13,70.5,60.0,65.5,51.0,57.5,0.0,0.0,10.75
2418,2013-08-14,71.5,57.0,64.5,49.5,56.0,0.0,0.0,7.05
2420,2013-08-15,74.5,56.0,65.5,51.5,58.0,0.0,0.0,4.95
2422,2013-08-16,82.0,56.5,69.5,51.5,60.0,0.0,0.0,5.5
2424,2013-08-17,80.0,58.5,69.5,55.5,62.0,0.0,0.0,6.35
2426,2013-08-18,81.0,60.5,71.0,57.0,63.5,0.0,0.0,4.8
2428,2013-08-19,85.5,60.0,73.0,59.0,65.0,0.0,0.0,4.949999999999999
2430,2013-08-20,88.0,67.0,77.5,61.5,67.5,0.0,0.0,7.75
2432,2013-08-21,90.5,69.0,80.0,64.5,70.0,0.0,0.030000000000000002,9.15
2434,2013-08-22,78.0,67.5,73.0,66.5,68.5,0.0,0.295,7.0
2436,2013-08-23,81.5,63.0,72.5,55.0,63.0,0.0,0.0,7.4
2438,2013-08-24,86.0,62.0,74.0,57.5,64.5,0.0,0.0,6.0
2440,2013-08-25,89.0,66.5,78.0,61.0,67.5,0.0,0.0,9.85
2442,2013-08-26,92.0,70.0,81.0,67.0,71.5,0.0,0.0,9.45
2444,2013-08-27,96.0,77.0,87.0,69.0,74.5,0.0,0.0,12.35
2446,2013-08-28,83.0,71.0,77.0,68.0,71.5,0.0,0.0,9.0
2448,2013-08-29,88.0,67.5,78.0,64.5,69.0,0.0,0.0,4.65
2450,2013-08-30,96.0,68.0,82.5,67.5,71.5,0.0,0.415,8.05
2452,2013-08-31,77.5,70.5,74.5,66.5,68.5,0.0,0.515,7.1
2454,2013-09-01,84.5,66.5,75.5,66.5,69.5,0.0,0.08,5.5
2456,2013-09-02,78.0,61.0,70.0,60.5,64.0,0.0,0.0,8.95
2458,2013-09-03,76.5,57.5,67.0,54.0,59.5,0.0,0.0,5.199999999999999
2460,2013-09-04,84.0,59.0,72.0,56.0,62.5,0.0,0.0,6.9
2462,2013-09-05,74.0,62.0,68.5,53.5,60.0,0.0,0.0005,9.55
2464,2013-09-06,85.5,59.5,73.0,56.5,63.5,0.0,0.0,6.0
2466,2013-09-07,87.5,66.5,77.5,61.5,67.5,0.0,0.005,7.300000000000001
2468,2013-09-08,77.5,71.0,74.5,65.5,68.5,0.0,0.0,11.95
2470,2013-09-09,94.0,68.5,81.5,69.0,73.5,0.0,0.0,9.649999999999999
2472,2013-09-10,95.5,77.5,86.5,63.5,71.0,0.0,0.0,12.5
2474,2013-09-11,91.5,75.0,83.5,66.0,71.0,0.0,0.001,7.2
2476,2013-09-12,82.5,62.5,72.5,58.5,64.0,0.0,0.0305,9.600000000000001
2478,2013-09-13,67.0,53.0,60.5,45.0,52.5,0.0,0.0005,12.5
2480,2013-09-14,72.0,49.0,61.0,42.0,52.0,0.0,0.0,6.1
2482,2013-09-15,62.0,57.0,59.5,51.5,55.0,0.0,0.445,5.25
2484,2013-09-16,64.0,53.0,59.0,47.0,52.5,0.0,0.0005,11.8
2486,2013-09-17,70.5,51.0,61.0,50.0,55.5,0.0,0.0005,7.8999999999999995
2488,2013-09-18,81.5,61.0,71.5,59.0,63.0,0.0,0.53,9.05
2490,2013-09-19,84.0,69.5,77.0,67.0,69.5,0.0,0.4205,10.3
2492,2013-09-20,76.5,58.5,67.5,59.5,63.0,0.0,0.0105,11.1
2494,2013-09-21,67.0,51.5,59.5,47.0,53.0,0.0,0.0,9.75
2496,2013-09-22,67.0,49.0,58.0,46.0,51.5,0.0,0.0,7.15
2498,2013-09-23,67.0,48.0,58.0,46.5,52.5,0.0,0.0,6.85
2500,2013-09-24,80.5,50.5,66.0,48.5,54.0,0.0,0.0,7.85
2502,2013-09-25,70.5,53.5,62.5,51.5,56.0,0.0,0.0,6.15
2504,2013-09-26,75.0,52.5,64.0,52.0,58.0,0.0,0.0,4.4
2506,2013-09-27,80.5,54.5,68.0,49.5,57.0,0.0,0.0,7.35
2508,2013-09-28,84.5,56.5,71.0,55.0,61.5,0.0,0.11,12.0
2510,2013-09-29,76.0,52.0,64.0,48.5,54.0,0.0,0.2,7.699999999999999
2512,2013-09-30,75.0,48.5,62.0,48.0,55.0,0.0,0.0,5.550000000000001
2514,2013-10-01,79.0,62.0,71.0,61.5,64.5,0.0,0.0,11.85
2516,2013-10-02,76.5,63.0,70.0,50.0,59.0,0.0,0.0,6.85
2518,2013-10-03,78.0,62.0,70.0,65.0,67.0,0.0,0.46,7.800000000000001
2520,2013-10-04,75.0,65.5,70.5,64.5,66.0,0.0,0.0005,6.1
2522,2013-10-05,80.5,63.0,72.0,66.0,68.0,0.0,0.75,7.25
2524,2013-10-06,70.0,46.5,58.5,44.0,49.5,0.0,0.075,10.05
2526,2013-10-07,67.5,45.0,56.5,44.5,50.0,0.0,0.0005,9.05
2528,2013-10-08,75.5,46.0,61.0,47.0,53.0,0.0,0.0,5.3
2530,2013-10-09,70.5,50.0,60.5,47.0,53.0,0.0,0.0,4.75
2532,2013-10-10,74.5,48.5,61.5,49.5,55.0,0.0,0.0,3.8499999999999996
2534,2013-10-11,76.5,53.5,65.5,49.5,56.0,0.0,0.0,7.300000000000001
2536,2013-10-12,73.0,49.5,61.5,53.0,57.0,0.0,0.065,8.0
2538,2013-10-13,64.5,45.0,55.0,40.5,48.0,0.0,0.0,5.8
2540,2013-10-14,62.0,43.5,53.0,43.5,49.0,0.0,0.0,8.4
2542,2013-10-15,64.5,50.0,57.5,50.5,54.0,0.0,0.08,10.149999999999999
2544,2013-10-16,54.0,47.0,51.0,44.0,47.5,0.0,0.001,10.75
2546,2013-10-17,53.5,42.0,48.0,43.5,46.5,0.0,0.22999999999999998,7.4
2548,2013-10-18,50.0,40.5,45.5,39.5,43.0,0.0,0.0,8.649999999999999
2550,2013-10-19,54.0,42.5,48.5,36.5,42.5,0.0,0.01,9.8
2552,2013-10-20,63.0,38.5,51.0,41.5,46.5,0.0,0.015,7.25
2554,2013-10-21,55.0,34.5,45.0,31.5,39.0,0.0,0.0155,11.15
2556,2013-10-22,41.5,30.0,36.0,31.0,34.5,0.001,0.0155,5.75
2558,2013-10-23,46.0,32.0,39.0,27.0,34.0,0.0,0.001,9.6
2560,2013-10-24,44.0,32.5,38.5,25.0,33.5,0.001,0.0005,10.4
2562,2013-10-25,51.0,29.0,40.0,26.0,35.5,0.0,0.0,11.5
2564,2013-10-26,55.0,37.5,46.5,29.0,39.0,0.0,0.0,13.8
2566,2013-10-27,54.5,30.5,43.0,29.0,37.5,0.0,0.0,6.65
2568,2013-10-28,53.5,35.5,44.5,37.5,41.5,0.0,0.0,9.850000000000001
2570,2013-10-29,57.0,42.5,50.0,39.5,45.0,0.0,0.001,7.05
2572,2013-10-30,63.5,45.0,54.5,52.0,53.0,0.0,0.855,6.85
2574,2013-10-31,64.5,46.5,55.5,56.0,57.0,0.0,1.535,11.45
2576,2014-05-01,49.5,42.5,46.5,40.0,43.0,0.0,0.09,13.7
2578,2014-05-02,66.5,46.5,57.0,41.0,46.0,0.0,0.0205,11.7
2580,2014-05-03,67.5,47.5,58.0,38.0,48.5,0.0,0.0,14.399999999999999
2582,2014-05-04,59.5,45.5,52.5,30.0,42.0,0.0,0.0,10.55
2584,2014-05-05,57.0,44.0,50.5,35.0,43.0,0.0,0.030000000000000002,13.45
2586,2014-05-06,63.0,43.0,53.0,36.0,46.0,0.0,0.0,13.7
2588,2014-05-07,79.0,50.0,64.5,44.5,52.5,0.0,0.001,9.100000000000001
2590,2014-05-08,91.0,59.5,75.5,56.5,64.5,0.0,0.05,14.25
2592,2014-05-09,74.5,55.5,65.5,54.0,59.5,0.0,1.23,15.65
2594,2014-05-10,77.0,49.5,63.5,43.0,53.0,0.0,0.0,6.85
2596,2014-05-11,83.0,57.5,70.5,54.0,60.0,0.0,0.265,9.5
2598,2014-05-12,85.0,64.5,75.0,65.5,68.5,0.0,1.0599999999999998,12.25
2600,2014-05-13,68.5,53.0,61.0,54.0,57.0,0.0,0.13,11.55
2602,2014-05-14,56.5,44.0,50.5,40.0,47.0,0.0,0.04,12.25
2604,2014-05-15,56.0,41.0,49.0,36.5,42.0,0.0,0.225,13.6
2606,2014-05-16,45.5,39.0,42.5,35.5,39.0,0.0,0.09,8.55
2608,2014-05-17,60.5,40.0,50.5,33.5,43.0,0.0,0.0,8.35
2610,2014-05-18,69.5,47.5,58.5,37.5,48.5,0.0,0.0,9.85
2612,2014-05-19,70.0,49.0,59.5,40.0,51.0,0.0,0.001,12.65
2614,2014-05-20,86.0,62.5,74.5,59.0,64.0,0.0,0.73,11.5
2616,2014-05-21,87.5,65.5,77.0,56.5,64.5,0.0,0.01,7.7
2618,2014-05-22,69.5,53.5,62.0,48.5,55.0,0.0,0.0,7.15
2620,2014-05-23,68.5,49.5,59.5,44.5,51.5,0.0,0.0,6.25
2622,2014-05-24,74.0,48.5,61.5,43.5,52.5,0.0,0.0,4.9
2624,2014-05-25,84.0,52.0,68.5,47.5,57.0,0.0,0.0,4.75
2626,2014-05-26,88.5,64.0,76.5,60.5,66.0,0.0,0.04,7.6
2628,2014-05-27,85.0,59.5,72.5,63.0,66.5,0.0,0.355,9.85
2630,2014-05-28,72.0,57.0,65.0,51.5,57.0,0.0,0.35500000000000004,9.2
2632,2014-05-29,76.5,55.5,66.0,53.0,58.0,0.0,0.0,9.35
2634,2014-05-30,79.0,55.0,67.0,51.0,58.0,0.0,0.0,7.5
2636,2014-05-31,88.5,57.0,73.0,51.5,60.5,0.0,0.0,7.7
2638,2014-06-01,91.0,66.0,79.0,59.5,67.0,0.0,0.001,12.55
2640,2014-06-02,84.0,68.5,76.5,63.5,68.5,0.0,0.17,14.8
2642,2014-06-03,81.5,68.0,75.0,51.5,61.0,0.0,0.0,10.15
2644,2014-06-04,71.0,56.5,64.0,54.5,58.0,0.0,0.155,10.100000000000001
2646,2014-06-05,75.5,54.0,65.0,43.0,54.0,0.0,0.0,6.9
2648,2014-06-06,81.5,51.5,66.5,41.0,54.5,0.0,0.0,5.25
2650,2014-06-07,84.5,59.5,72.5,50.5,59.5,0.0,0.1,7.4
2652,2014-06-08,71.0,54.5,63.0,46.0,54.0,0.0,0.22,14.899999999999999
2654,2014-06-09,78.5,55.5,67.5,50.0,56.5,0.0,0.0,8.25
2656,2014-06-10,68.0,57.5,63.0,53.5,57.0,0.0,0.855,9.7
2658,2014-06-11,68.0,59.5,64.0,57.5,60.0,0.0,0.275,6.6
2660,2014-06-12,80.5,60.5,71.0,57.5,63.0,0.0,0.0055,9.9
2662,2014-06-13,75.0,56.0,65.5,43.0,53.5,0.0,0.0,8.65
2664,2014-06-14,79.5,54.5,67.5,43.0,55.5,0.0,0.0,8.45
2666,2014-06-15,85.0,62.0,73.5,56.5,64.0,0.0,0.0005,15.1
2668,2014-06-16,89.0,68.0,79.0,62.5,68.5,0.0,0.0,8.75
2670,2014-06-17,92.0,78.0,85.0,66.0,72.0,0.0,0.0005,13.25
2672,2014-06-18,83.5,62.0,73.0,65.0,68.0,0.0,0.7250000000000001,10.399999999999999
2674,2014-06-19,80.5,59.5,70.0,63.5,66.0,0.0,0.355,7.8999999999999995
2676,2014-06-20,85.5,64.5,75.0,65.0,68.5,0.0,0.02,8.65
2678,2014-06-21,84.5,61.5,73.0,63.5,66.0,0.0,1.005,6.9
2680,2014-06-22,82.0,64.5,73.5,62.5,65.5,0.0,0.0,5.35
2682,2014-06-23,82.5,67.5,75.5,67.0,69.5,0.0,0.10500000000000001,5.5
2684,2014-06-24,86.0,70.0,78.5,67.5,70.5,0.0,0.7799999999999999,5.2
2686,2014-06-25,79.5,60.5,70.5,60.5,63.0,0.0,0.0105,6.75
2688,2014-06-26,77.5,59.5,69.0,58.5,62.0,0.0,0.0,6.949999999999999
2690,2014-06-27,89.5,60.5,75.5,63.5,68.5,0.0,0.0005,9.4
2692,2014-06-28,87.5,73.0,80.5,68.5,71.5,0.0,0.08,11.899999999999999
2694,2014-06-29,86.5,70.0,78.5,68.5,72.0,0.0,0.05500000000000001,13.05
2696,2014-06-30,87.5,67.5,77.5,69.0,71.5,0.0,2.33,12.649999999999999
2698,2014-07-01,82.0,67.5,75.0,62.0,66.5,0.0,0.0205,13.5
2700,2014-07-02,72.0,57.0,64.5,54.5,58.5,0.0,0.12,9.649999999999999
2702,2014-07-03,75.5,56.5,66.0,49.5,57.0,0.0,0.060000000000000005,6.9
2704,2014-07-04,79.0,59.0,69.5,49.0,58.0,0.0,0.0,7.15
2706,2014-07-05,78.0,61.5,70.0,54.5,61.0,0.0,0.0055,8.95
2708,2014-07-06,88.0,64.5,76.5,64.5,69.0,0.0,0.0,12.600000000000001
2710,2014-07-07,88.5,71.5,80.5,64.5,70.0,0.0,0.5549999999999999,9.45
2712,2014-07-08,82.5,68.0,75.5,60.5,66.5,0.0,0.51,12.5
2714,2014-07-09,80.5,63.0,72.0,56.0,62.5,0.0,0.0,7.25
2716,2014-07-10,78.5,61.5,70.5,54.5,61.0,0.0,0.0,4.9
2718,2014-07-11,82.0,61.5,72.0,54.0,62.0,0.0,0.0055,5.95
2720,2014-07-12,80.5,70.0,75.5,67.5,70.5,0.0,1.8900000000000001,10.55
2722,2014-07-13,85.5,69.5,78.0,63.0,68.0,0.0,0.025,9.85
2724,2014-07-14,80.5,62.5,72.0,55.5,62.0,0.0,0.28500000000000003,7.75
2726,2014-07-15,70.5,56.0,63.5,51.5,57.0,0.0,0.05,10.45
2728,2014-07-16,72.5,55.5,64.5,48.5,56.0,0.0,0.0,7.25
2730,2014-07-17,78.0,56.0,67.0,51.5,58.5,0.0,0.0,5.3
2732,2014-07-18,80.0,61.5,71.0,54.0,61.0,0.0,0.0,6.550000000000001
2734,2014-07-19,80.0,59.5,70.0,54.0,61.5,0.0,0.0,4.449999999999999
2736,2014-07-20,83.0,63.0,73.0,57.5,64.0,0.0,0.0,4.45
2738,2014-07-21,86.5,65.5,76.5,62.0,67.5,0.0,0.0,7.6
2740,2014-07-22,90.5,70.5,81.0,68.5,72.5,0.0,0.1,12.4
2742,2014-07-23,75.5,61.5,68.5,53.5,59.5,0.0,0.0,16.4
2744,2014-07-24,75.0,58.5,67.0,49.5,57.5,0.0,0.0,8.5
2746,2014-07-25,76.0,57.5,67.0,55.5,61.0,0.0,0.001,9.149999999999999
2748,2014-07-26,84.5,69.0,77.0,65.0,68.5,0.0,0.0,6.8
2750,2014-07-27,88.0,65.5,77.0,60.5,67.0,0.0,0.03,14.6
2752,2014-07-28,73.0,60.5,67.0,49.0,57.0,0.0,0.0,11.649999999999999
2754,2014-07-29,81.0,59.0,70.5,54.0,61.0,0.0,0.005,8.8
2756,2014-07-30,79.5,60.0,70.0,56.0,61.0,0.0,0.0,6.2
2758,2014-07-31,84.5,61.0,73.0,57.0,63.5,0.0,0.0,8.45
2760,2014-08-01,84.0,64.5,74.5,58.0,64.0,0.0,0.18,7.1
2762,2014-08-02,85.0,61.0,73.5,54.5,62.0,0.0,0.0,4.4
2764,2014-08-03,87.0,64.0,76.0,60.0,66.0,0.0,0.0,6.7
2766,2014-08-04,87.5,67.5,77.5,62.0,67.0,0.0,2.29,8.2
2768,2014-08-05,80.0,66.0,73.0,64.0,67.0,0.0,0.035500000000000004,5.75
2770,2014-08-06,80.5,63.5,72.0,55.5,62.5,0.0,0.0,6.3
2772,2014-08-07,81.0,65.0,73.0,58.5,64.5,0.0,0.0,9.15
2774,2014-08-08,82.0,68.0,75.0,58.5,65.0,0.0,0.0,10.899999999999999
2776,2014-08-09,80.0,67.0,73.5,58.0,64.0,0.0,0.0,9.8
2778,2014-08-10,81.5,70.0,76.0,60.5,66.0,0.0,0.0,8.5
2780,2014-08-11,83.0,67.5,75.5,65.0,68.0,0.0,1.005,7.449999999999999
2782,2014-08-12,70.0,62.0,66.5,57.0,60.5,0.0,0.115,11.6
2784,2014-08-13,82.5,58.0,70.5,57.0,62.0,0.0,0.0,8.65
2786,2014-08-14,72.5,59.0,66.0,49.0,57.0,0.0,0.0,8.3
2788,2014-08-15,78.5,53.5,66.0,50.5,58.5,0.0,0.0,6.1
2790,2014-08-16,81.5,63.0,72.5,62.5,66.0,0.0,0.0,8.3
2792,2014-08-17,71.5,65.0,68.5,62.5,64.5,0.0,0.0005,8.55
2794,2014-08-18,84.0,66.0,75.0,64.0,67.5,0.0,0.0,5.300000000000001
2796,2014-08-19,86.0,71.0,79.0,66.5,70.0,0.0,0.11,11.1
2798,2014-08-20,86.5,67.0,77.0,65.0,69.5,0.0,0.0,8.0
2800,2014-08-21,81.0,70.5,76.0,70.0,71.5,0.0,1.135,5.65
2802,2014-08-22,86.5,73.0,80.0,71.5,74.0,0.0,2.375,6.199999999999999
2804,2014-08-23,86.5,69.5,78.0,70.5,72.5,0.0,0.42000000000000004,4.45
2806,2014-08-24,88.5,71.5,80.0,71.0,73.5,0.0,0.0,7.35
2808,2014-08-25,90.0,72.0,81.5,70.0,72.5,0.0,0.395,6.9
2810,2014-08-26,85.5,60.0,73.0,66.5,70.0,0.0,0.0605,5.949999999999999
2812,2014-08-27,81.5,68.5,75.5,61.5,66.0,0.0,0.0,7.0
2814,2014-08-28,77.0,68.0,72.5,59.0,64.5,0.0,0.0105,8.55
2816,2014-08-29,87.0,72.0,80.0,68.0,71.0,0.0,0.04,10.8
2818,2014-08-30,84.5,72.0,78.5,67.0,70.5,0.0,0.1355,12.05
2820,2014-08-31,86.0,69.5,78.0,67.0,70.5,0.0,0.0,7.15
2822,2014-09-01,84.0,72.0,78.5,67.0,70.5,0.0,0.1805,12.35
2824,2014-09-02,83.5,68.0,76.0,61.0,66.0,0.0,0.005,6.300000000000001
2826,2014-09-03,84.0,64.0,74.0,61.0,66.5,0.0,0.0,6.800000000000001
2828,2014-09-04,86.0,72.0,79.0,67.5,71.0,0.0,0.24,12.649999999999999
2830,2014-09-05,88.5,65.5,77.0,67.0,70.5,0.0,0.46499999999999997,11.55
2832,2014-09-06,75.5,61.0,68.5,52.5,59.0,0.0,0.0,8.25
2834,2014-09-07,79.5,56.0,68.0,51.0,58.5,0.0,0.0,4.449999999999999
2836,2014-09-08,78.0,57.5,68.0,53.0,60.0,0.0,0.0,6.050000000000001
2838,2014-09-09,80.0,64.5,72.5,60.5,65.0,0.0,0.01,8.05
2840,2014-09-10,81.0,57.0,69.0,62.5,65.5,0.0,1.46,15.950000000000001
2842,2014-09-11,57.0,51.0,54.0,43.5,48.5,0.0,0.0,10.45
2844,2014-09-12,56.0,45.0,51.0,45.5,48.0,0.0,0.115,12.15
2846,2014-09-13,59.5,41.5,50.5,41.0,45.5,0.0,0.005,7.300000000000001
2848,2014-09-14,66.0,44.0,55.5,43.5,50.0,0.0,0.0,4.75
2850,2014-09-15,62.0,52.5,57.5,49.0,53.0,0.0,0.001,5.65
2852,2014-09-16,68.5,45.5,57.0,44.5,51.0,0.0,0.0,4.550000000000001
2854,2014-09-17,71.0,48.5,60.0,46.5,53.0,0.0,0.0,3.4
2856,2014-09-18,71.0,53.0,62.5,53.0,56.5,0.0,0.0,6.1
2858,2014-09-19,77.0,55.0,66.5,48.5,56.5,0.0,0.0,11.0
2860,2014-09-20,78.5,63.0,71.0,61.5,64.5,0.0,0.12,11.1
2862,2014-09-21,69.5,51.5,60.5,50.5,55.5,0.0,0.001,12.8
2864,2014-09-22,68.0,47.0,58.0,44.0,50.5,0.0,0.0,5.85
2866,2014-09-23,75.0,50.5,63.0,47.0,54.0,0.0,0.0,5.25
2868,2014-09-24,77.0,54.0,66.0,49.5,56.5,0.0,0.0,5.5
2870,2014-09-25,76.0,57.0,66.5,53.0,58.5,0.0,0.0,2.8
2872,2014-09-26,80.0,55.0,67.5,54.0,59.5,0.0,0.0,4.85
2874,2014-09-27,79.0,57.5,68.5,55.5,60.5,0.0,0.0,4.25
2876,2014-09-28,78.5,55.5,67.5,56.0,60.5,0.0,0.0,3.25
2878,2014-09-29,83.5,55.0,69.5,55.5,59.5,0.0,0.0055,9.0
2880,2014-09-30,59.5,49.0,54.5,48.0,51.0,0.0,0.001,10.2
2882,2014-10-01,71.5,50.5,61.5,50.5,56.0,0.0,0.0005,9.5
2884,2014-10-02,73.5,64.5,69.5,62.0,64.0,0.0,0.52,7.9
2886,2014-10-03,66.5,44.5,55.5,46.0,50.5,0.0,0.865,16.0
2888,2014-10-04,48.0,36.0,42.0,34.5,40.0,0.001,0.055,13.65
2890,2014-10-05,55.5,39.5,47.5,35.5,43.0,0.0,0.0055,9.85
2892,2014-10-06,62.0,45.0,54.0,39.0,46.0,0.0,0.01,9.65
2894,2014-10-07,67.5,48.5,58.0,44.0,50.5,0.0,0.0005,11.6
2896,2014-10-08,66.0,46.0,56.5,35.5,47.0,0.0,0.0,11.25
2898,2014-10-09,63.0,46.5,55.0,35.0,45.0,0.0,0.0,6.05
2900,2014-10-10,58.5,41.5,50.5,39.5,45.0,0.0,0.0,6.699999999999999
2902,2014-10-11,59.5,38.0,49.0,35.0,43.0,0.0,0.0,4.6
2904,2014-10-12,63.5,41.5,53.0,43.0,48.5,0.0,0.01,9.5
2906,2014-10-13,69.0,57.5,63.5,59.5,61.0,0.0,0.54,9.0
2908,2014-10-14,66.0,53.0,60.0,58.0,59.0,0.0,0.915,9.399999999999999
2910,2014-10-15,56.5,51.5,54.5,52.0,52.5,0.0,0.060000000000000005,9.8
2912,2014-10-16,57.0,51.5,54.5,50.5,52.0,0.0,0.001,7.9
2914,2014-10-17,62.5,48.5,55.5,47.0,51.0,0.0,0.0055,12.95
2916,2014-10-18,51.0,37.5,44.5,39.0,43.0,0.0,0.015,8.95
2918,2014-10-19,55.5,34.5,45.5,39.0,43.5,0.0,0.0,8.6
2920,2014-10-20,65.5,48.0,57.0,45.0,50.0,0.0,0.005,9.2
2922,2014-10-21,53.5,47.0,50.5,40.0,45.0,0.0,0.0,11.5
2924,2014-10-22,56.0,39.0,48.0,38.0,43.5,0.0,0.0,4.949999999999999
2926,2014-10-23,60.5,38.5,50.0,40.5,46.0,0.0,0.0005,8.1
2928,2014-10-24,67.5,53.0,60.5,47.0,52.5,0.0,0.0,5.8
2930,2014-10-25,73.5,50.5,62.5,40.5,51.5,0.0,0.0,10.65
2932,2014-10-26,65.0,43.0,54.0,32.5,44.5,0.0,0.0,5.6
2934,2014-10-27,78.0,52.5,65.5,51.5,58.5,0.0,0.01,13.25
2936,2014-10-28,67.0,46.5,57.0,39.0,47.5,0.0,0.0155,15.1
2938,2014-10-29,49.0,38.0,44.0,33.0,41.0,0.0,0.0,9.45
2940,2014-10-30,52.0,34.5,43.5,34.5,41.0,0.0,0.0005,6.0
2942,2014-10-31,48.0,33.5,41.0,27.0,34.5,0.1,0.035,22.75
